"state","species","total"
"Ohio","Downy Woodpecker,Evening Grosbeak",6
"Ohio","Eastern Bluebird,Scarlet Tanager",6
"Ohio","Evening Grosbeak,Feral Pigeon",6
"Ohio","Evening Grosbeak,White-Breasted Nuthatch",6
"Ohio","Fish Crow,Northern Cardinal",6
"Ohio","Fox Sparrow,House Sparrow",6
"Ohio","Gray Catbird,Purple Finch",6
"Ohio","House Finch,White-Crowned Sparrow",6
"Ohio","House Sparrow,Hummingbird",6
"Ohio","House Sparrow,Northern Flicker",6
"Ohio","House Sparrow,Rusty Blackbird",6
"Ohio","Mourning Dove,White-Winged Dove",6
"Ohio","Orchard Oriole,Tufted Titmouse",6
"Ohio","Pine Siskin,Red-Bellied Woodpecker",6
"Ohio","Pine Warbler,Tufted Titmouse",6
"Ohio","Rose-Breasted Grosbeak,White-Crowned Sparrow",6
"Ohio","American Crow,Eastern Towhee",5
"Ohio","American Crow,Eurasian Collared Dove",5
"Ohio","American Goldfinch,Common Grackle",5
"Ohio","American Goldfinch,Common Starling",5
"Ohio","American Goldfinch,Lincolns Sparrow",5
"Ohio","Baltimore Oriole,Common Grackle",5
"Ohio","Baltimore Oriole,Common Starling",5
"Ohio","Baltimore Oriole,House Sparrow",5
"Ohio","Black-Capped Chickadee,Evening Grosbeak",5
"Ohio","Black-Capped Chickadee,Pine Siskin",5
"Ohio","Blue Grosbeak,Purple Finch",5
"Ohio","Brown Creeper,Common Starling",5
"Ohio","Brown-Headed Cowbird,Field Sparrow",5
"Ohio","Brown-Headed Cowbird,Swamp Sparrow",5
"Ohio","Carolina Chickadee,Common Grackle",5
"Ohio","Carolina Chickadee,Evening Grosbeak",5
"Ohio","Carolina Chickadee,Pine Siskin",5
"Ohio","Cedar Waxwing,Northern Cardinal",5
"Ohio","Common Grackle,Pine Siskin",5
"Ohio","Common Starling,White-Throated Sparrow",5
"Ohio","Dark-Eyed Junco,Mourning Dove",5
"Ohio","Eastern Bluebird,Pine Siskin",5
"Ohio","Eastern Bluebird,White-Winged Dove",5
"Ohio","Eastern Towhee,Orchard Oriole",5
"Ohio","Evening Grosbeak,Golden-Crowned Kinglet",5
"Ohio","Evening Grosbeak,Lark Sparrow",5
"Ohio","Evening Grosbeak,White-Crowned Sparrow",5
"Ohio","Feral Pigeon,Orchard Oriole",5
"Ohio","Feral Pigeon,Pine Warbler",5
"Ohio","House Finch,Orange-Crowned Warbler",5
"Ohio","Pine Warbler,Scarlet Tanager",5
"Ohio","Pine Warbler,Swamp Sparrow",5
"Ohio","Purple Finch,Wood Thrush",5
"Ohio","Purple Finch,Yellow-Bellied Sapsucker",5
"Ohio","American Crow,Pileated Woodpecker",4
"Ohio","American Crow,White-Breasted Nuthatch",4
"Ohio","American Goldfinch,Cedar Waxwing",4
"Ohio","American Goldfinch,Field Sparrow",4
"Ohio","American Goldfinch,Gray Catbird",4
"Ohio","American Goldfinch,Northern Mockingbird",4
"Ohio","Blue Grosbeak,House Sparrow",4
"Ohio","Blue Jay,Carolina Wren",4
"Ohio","Blue Jay,Northern Mockingbird",4
"Ohio","Blue Jay,Pine Warbler",4
"Ohio","Bobolink,House Finch,House Sparrow",4
"Ohio","Brown-Headed Cowbird,Cedar Waxwing",4
"Ohio","Brown-Headed Cowbird,Chipping Sparrow",4
"Ohio","Brown-Headed Cowbird,Red Crossbill",4
"Ohio","Carolina Chickadee,Dark-Eyed Junco",4
"Ohio","Carolina Wren,Mourning Dove",4
"Ohio","Carolina Wren,Pine Warbler",4
"Ohio","Cedar Waxwing,Dark-Eyed Junco",4
"Ohio","Common Grackle,Feral Pigeon",4
"Ohio","Common Grackle,Fish Crow",4
"Ohio","Common Grackle,Gray Catbird",4
"Ohio","Common Starling,Downy Woodpecker",4
"Ohio","Common Starling,Eurasian Collared Dove",4
"Ohio","Common Starling,Northern Mockingbird",4
"Ohio","Dark-Eyed Junco,Eurasian Collared Dove",4
"Ohio","Dark-Eyed Junco,Scarlet Tanager",4
"Ohio","Downy Woodpecker,House Finch",4
"Ohio","Eastern Bluebird,Eastern Towhee",4
"Ohio","Eastern Bluebird,Fox Sparrow",4
"Ohio","Eastern Bluebird,Swamp Sparrow",4
"Ohio","Eastern Towhee,Red-Winged Blackbird",4
"Ohio","Eurasian Collared Dove,Scarlet Tanager",4
"Ohio","Evening Grosbeak,House Sparrow,Northern Cardinal",4
"Ohio","Evening Grosbeak,White-Winged Dove",4
"Ohio","Field Sparrow,Northern Cardinal,Red-Headed Woodpecker",4
"Ohio","Fish Crow,Gray Catbird",4
"Ohio","Fox Sparrow,House Finch",4
"Ohio","Golden-Crowned Kinglet,Indigo Bunting",4
"Ohio","Golden-Crowned Kinglet,Northern Cardinal",4
"Ohio","Gray Catbird,Indigo Bunting",4
"Ohio","Gray Catbird,Red-Winged Blackbird",4
"Ohio","House Finch,Tyrant Flycatcher",4
"Ohio","House Sparrow,House Wren",4
"Ohio","House Sparrow,Northern Cardinal,Purple Finch",4
"Ohio","House Sparrow,Northern Cardinal,Red-Headed Woodpecker",4
"Ohio","House Sparrow,Red-Breasted Nuthatch",4
"Ohio","House Sparrow,Winter Wren",4
"Ohio","Indigo Bunting,Mourning Dove",4
"Ohio","Indigo Bunting,Tufted Titmouse",4
"Ohio","Lark Sparrow,Northern Cardinal",4
"Ohio","Mourning Dove,Orchard Oriole",4
"Ohio","Mourning Dove,Red-Winged Blackbird",4
"Ohio","Northern Cardinal,Red Crossbill",4
"Ohio","Northern Mockingbird,Purple Finch",4
"Ohio","Pine Warbler,Red-Headed Woodpecker",4
"Ohio","Pine Warbler,Red-Winged Blackbird",4
"Ohio","Purple Finch,Red-Bellied Woodpecker",4
"Ohio","Purple Finch,White-Crowned Sparrow",4
"Ohio","Swamp Sparrow,Tufted Titmouse",4
"Ohio","Tufted Titmouse,White-Throated Sparrow",4
"Ohio","American Crow,Brown-Headed Cowbird,Common Grackle",3
"Ohio","American Crow,Field Sparrow",3
"Ohio","American Crow,Indigo Bunting",3
"Ohio","American Crow,Mourning Dove",3
"Ohio","American Crow,Northern Mockingbird",3
"Ohio","American Goldfinch,Indigo Bunting",3
"Ohio","American Goldfinch,White-Breasted Nuthatch",3
"Ohio","Baltimore Oriole,Feral Pigeon",3
"Ohio","Black-Capped Chickadee,White-Breasted Nuthatch",3
"Ohio","Blue Grosbeak,Northern Cardinal",3
"Ohio","Blue Jay,Indigo Bunting",3
"Ohio","Blue Jay,Red-Bellied Woodpecker",3
"Ohio","Bobolink,Evening Grosbeak",3
"Ohio","Bobolink,House Finch",3
"Ohio","Brown-Headed Cowbird,Common Redpoll",3
"Ohio","Brown-Headed Cowbird,Fox Sparrow",3
"Ohio","Brown-Headed Cowbird,House Sparrow,Rose-Breasted Grosbeak",3
"Ohio","Brown-Headed Cowbird,Lark Sparrow",3
"Ohio","Brown-Headed Cowbird,Rusty Blackbird",3
"Ohio","Carolina Chickadee,Downy Woodpecker",3
"Ohio","Carolina Chickadee,Pileated Woodpecker",3
"Ohio","Carolina Chickadee,Rose-Breasted Grosbeak",3
"Ohio","Carolina Chickadee,Scarlet Tanager",3
"Ohio","Carolina Chickadee,White-Throated Sparrow",3
"Ohio","Carolina Wren,Dark-Eyed Junco",3
"Ohio","Carolina Wren,Eurasian Collared Dove",3
"Ohio","Carolina Wren,Red-Headed Woodpecker",3
"Ohio","Carolina Wren,Rose-Breasted Grosbeak",3
"Ohio","Cedar Waxwing,House Finch",3
"Ohio","Cedar Waxwing,Purple Finch",3
"Ohio","Common Grackle,Eurasian Collared Dove",3
"Ohio","Common Redpoll,Northern Cardinal",3
"Ohio","Common Redpoll,Pine Siskin",3
"Ohio","Common Starling,Golden-Crowned Kinglet",3
"Ohio","Common Starling,Gray Catbird",3
"Ohio","Dark-Eyed Junco,Field Sparrow",3
"Ohio","Dark-Eyed Junco,White-Crowned Sparrow",3
"Ohio","Eastern Bluebird,House Wren",3
"Ohio","Eastern Bluebird,White-Crowned Sparrow",3
"Ohio","Eastern Towhee,Eurasian Collared Dove",3
"Ohio","Eastern Towhee,Purple Finch",3
"Ohio","Eurasian Collared Dove,Pine Siskin",3
"Ohio","Eurasian Collared Dove,Purple Finch",3
"Ohio","Eurasian Collared Dove,Rose-Breasted Grosbeak",3
"Ohio","Evening Grosbeak,Hummingbird",3
"Ohio","Evening Grosbeak,Rusty Blackbird",3
"Ohio","Feral Pigeon,Field Sparrow",3
"Ohio","Feral Pigeon,Pine Siskin",3
"Ohio","Feral Pigeon,Red-Headed Woodpecker",3
"Ohio","Feral Pigeon,White-Breasted Nuthatch",3
"Ohio","Feral Pigeon,White-Throated Sparrow",3
"Ohio","Field Sparrow,Gray Catbird",3
"Ohio","Field Sparrow,Indigo Bunting",3
"Ohio","Field Sparrow,Mourning Dove",3
"Ohio","Field Sparrow,Pine Warbler",3
"Ohio","Field Sparrow,Red-Bellied Woodpecker",3
"Ohio","Field Sparrow,Rose-Breasted Grosbeak",3
"Ohio","Fish Crow,Pine Siskin",3
"Ohio","Fish Crow,White-Crowned Sparrow",3
"Ohio","Fox Sparrow,Purple Finch",3
"Ohio","Gray Catbird,Mourning Dove",3
"Ohio","Hairy Woodpecker,House Finch",3
"Ohio","Hairy Woodpecker,House Sparrow",3
"Ohio","House Finch,Hummingbird",3
"Ohio","House Finch,Lincolns Sparrow",3
"Ohio","House Finch,Northern Flicker",3
"Ohio","House Finch,Pine Siskin,Purple Finch",3
"Ohio","House Sparrow,Lincolns Sparrow",3
"Ohio","House Sparrow,Northern Cardinal,Pine Warbler",3
"Ohio","House Sparrow,Orange-Crowned Warbler",3
"Ohio","Indigo Bunting,Scarlet Tanager",3
"Ohio","Mourning Dove,Pine Siskin",3
"Ohio","Mourning Dove,Pine Warbler",3
"Ohio","Mourning Dove,White-Throated Sparrow",3
"Ohio","Northern Cardinal,Orange-Crowned Warbler",3
"Ohio","Northern Cardinal,Swamp Sparrow",3
"Ohio","Northern Cardinal,Tyrant Flycatcher",3
"Ohio","Northern Mockingbird,Tufted Titmouse",3
"Ohio","Pileated Woodpecker,Rose-Breasted Grosbeak",3
"Ohio","Pileated Woodpecker,Tufted Titmouse",3
"Ohio","Pine Siskin,White-Breasted Nuthatch",3
"Ohio","Purple Finch,White-Breasted Nuthatch",3
"Ohio","Red-Headed Woodpecker,Rose-Breasted Grosbeak",3
"Ohio","Red-Winged Blackbird,Scarlet Tanager",3
"Ohio","Red-Winged Blackbird,Yellow-Bellied Sapsucker",3
"Ohio","Rose-Breasted Grosbeak,White-Throated Sparrow",3
"Ohio","Scarlet Tanager,Tufted Titmouse",3
"Ohio","Tufted Titmouse,White-Crowned Sparrow",3
"Ohio","American Crow,American Goldfinch,House Sparrow",2
"Ohio","American Crow,Brown-Headed Cowbird,Red-Winged Blackbird",2
"Ohio","American Crow,Carolina Wren",2
"Ohio","American Crow,Chipping Sparrow",2
"Ohio","American Crow,Evening Grosbeak,House Sparrow",2
"Ohio","American Crow,Golden-Crowned Kinglet",2
"Ohio","American Crow,House Finch,House Sparrow",2
"Ohio","American Crow,House Sparrow,Red-Winged Blackbird",2
"Ohio","American Crow,Swamp Sparrow",2
"Ohio","American Goldfinch,Blue Jay",2
"Ohio","American Goldfinch,Carolina Wren",2
"Ohio","American Goldfinch,Evening Grosbeak,House Sparrow",2
"Ohio","American Goldfinch,Fox Sparrow",2
"Ohio","American Goldfinch,Orange-Crowned Warbler",2
"Ohio","American Goldfinch,Pileated Woodpecker",2
"Ohio","American Goldfinch,White-Crowned Sparrow",2
"Ohio","American Goldfinch,White-Throated Sparrow",2
"Ohio","American Robin,House Sparrow",2
"Ohio","American Tree Sparrow,House Sparrow",2
"Ohio","Baltimore Oriole,Carolina Chickadee",2
"Ohio","Baltimore Oriole,Eastern Bluebird",2
"Ohio","Baltimore Oriole,Eurasian Collared Dove",2
"Ohio","Baltimore Oriole,Red-Winged Blackbird",2
"Ohio","Baltimore Oriole,Tufted Titmouse",2
"Ohio","Black-Capped Chickadee,Brown-Headed Cowbird",2
"Ohio","Black-Capped Chickadee,Downy Woodpecker",2
"Ohio","Black-Capped Chickadee,Red-Winged Blackbird",2
"Ohio","Blue Grosbeak,Pine Siskin",2
"Ohio","Blue Jay,Downy Woodpecker",2
"Ohio","Blue Jay,Fish Crow",2
"Ohio","Blue Jay,Gray Catbird",2
"Ohio","Blue Jay,House Sparrow,Purple Finch",2
"Ohio","Blue Jay,Orchard Oriole",2
"Ohio","Blue Jay,Red-Headed Woodpecker",2
"Ohio","Blue Jay,Rose-Breasted Grosbeak",2
"Ohio","Blue Jay,Swamp Sparrow",2
"Ohio","Bobolink,Dark-Eyed Junco",2
"Ohio","Bobolink,Field Sparrow",2
"Ohio","Bobolink,Purple Finch",2
"Ohio","Bobolink,Rose-Breasted Grosbeak",2
"Ohio","Brewers Blackbird,Brown-Headed Cowbird",2
"Ohio","Brown-Headed Cowbird,Common Grackle,Tufted Titmouse",2
"Ohio","Brown-Headed Cowbird,Downy Woodpecker",2
"Ohio","Brown-Headed Cowbird,Eastern Towhee",2
"Ohio","Brown-Headed Cowbird,Field Sparrow,House Sparrow",2
"Ohio","Brown-Headed Cowbird,Golden-Crowned Kinglet",2
"Ohio","Brown-Headed Cowbird,House Sparrow,Northern Cardinal",2
"Ohio","Brown-Headed Cowbird,House Sparrow,Red-Winged Blackbird",2
"Ohio","Brown-Headed Cowbird,Northern Flicker",2
"Ohio","Brown-Headed Cowbird,Northern Mockingbird",2
"Ohio","Brown-Headed Cowbird,Summer Tanager",2
"Ohio","Brown-Headed Cowbird,White-Crowned Sparrow",2
"Ohio","Brown-Headed Cowbird,White-Winged Dove",2
"Ohio","Carolina Chickadee,Eastern Bluebird",2
"Ohio","Carolina Chickadee,Field Sparrow",2
"Ohio","Carolina Chickadee,Gray Catbird",2
"Ohio","Carolina Chickadee,Red-Headed Woodpecker",2
"Ohio","Carolina Chickadee,Red-Winged Blackbird",2
"Ohio","Carolina Chickadee,Song Sparrow",2
"Ohio","Carolina Chickadee,White-Crowned Sparrow",2
"Ohio","Carolina Wren,Feral Pigeon",2
"Ohio","Carolina Wren,Pine Siskin",2
"Ohio","Carolina Wren,Tufted Titmouse",2
"Ohio","Carolina Wren,White-Throated Sparrow",2
"Ohio","Cedar Waxwing,Eastern Towhee",2
"Ohio","Cedar Waxwing,Mourning Dove",2
"Ohio","Cedar Waxwing,Red-Bellied Woodpecker",2
"Ohio","Cedar Waxwing,Red-Winged Blackbird",2
"Ohio","Chipping Sparrow,Evening Grosbeak",2
"Ohio","Chipping Sparrow,Lark Sparrow",2
"Ohio","Common Grackle,Dark-Eyed Junco,House Sparrow",2
"Ohio","Common Grackle,Hairy Woodpecker",2
"Ohio","Common Grackle,House Sparrow,Red-Winged Blackbird",2
"Ohio","Common Grackle,Northern Mockingbird",2
"Ohio","Common Grackle,Scarlet Tanager",2
"Ohio","Common Grackle,Swamp Sparrow",2
"Ohio","Common Redpoll,Evening Grosbeak",2
"Ohio","Common Redpoll,House Sparrow",2
"Ohio","Common Starling,Eastern Towhee",2
"Ohio","Common Starling,Pileated Woodpecker",2
"Ohio","Common Starling,Song Sparrow",2
"Ohio","Common Starling,Swamp Sparrow",2
"Ohio","Dark-Eyed Junco,Evening Grosbeak,House Sparrow",2
"Ohio","Dark-Eyed Junco,Golden-Crowned Kinglet",2
"Ohio","Dark-Eyed Junco,House Sparrow,Northern Cardinal",2
"Ohio","Dark-Eyed Junco,Indigo Bunting",2
"Ohio","Dark-Eyed Junco,Northern Mockingbird",2
"Ohio","Dark-Eyed Junco,Song Sparrow",2
"Ohio","Dark-Eyed Junco,Swamp Sparrow",2
"Ohio","Dark-Eyed Junco,White-Breasted Nuthatch",2
"Ohio","Downy Woodpecker,Pine Siskin",2
"Ohio","Eastern Bluebird,Pileated Woodpecker",2
"Ohio","Eastern Bluebird,Red Crossbill",2
"Ohio","Eastern Towhee,Indigo Bunting",2
"Ohio","Eastern Towhee,White-Throated Sparrow",2
"Ohio","Eurasian Collared Dove,Feral Pigeon",2
"Ohio","Eurasian Collared Dove,Field Sparrow",2
"Ohio","Eurasian Collared Dove,Fish Crow",2
"Ohio","Eurasian Collared Dove,Fox Sparrow",2
"Ohio","Eurasian Collared Dove,Orchard Oriole",2
"Ohio","Eurasian Collared Dove,Red-Winged Blackbird",2
"Ohio","Eurasian Collared Dove,White-Winged Dove",2
"Ohio","Evening Grosbeak,Fox Sparrow",2
"Ohio","Evening Grosbeak,Northern Mockingbird",2
"Ohio","Evening Grosbeak,Pileated Woodpecker",2
"Ohio","Evening Grosbeak,Summer Tanager",2
"Ohio","Feral Pigeon,Gray Catbird",2
"Ohio","Feral Pigeon,Red-Bellied Woodpecker",2
"Ohio","Feral Pigeon,White-Crowned Sparrow",2
"Ohio","Feral Pigeon,White-Winged Dove",2
"Ohio","Field Sparrow,House Sparrow,Northern Cardinal",2
"Ohio","Field Sparrow,Pileated Woodpecker",2
"Ohio","Field Sparrow,Red-Headed Woodpecker",2
"Ohio","Field Sparrow,Red-Winged Blackbird",2
"Ohio","Field Sparrow,Tyrant Flycatcher",2
"Ohio","Field Sparrow,White-Breasted Nuthatch",2
"Ohio","Field Sparrow,White-Throated Sparrow",2
"Ohio","Fish Crow,Rose-Breasted Grosbeak",2
"Ohio","Golden-Crowned Kinglet,Lincolns Sparrow",2
"Ohio","Golden-Crowned Kinglet,Purple Finch",2
"Ohio","Golden-Crowned Kinglet,Red-Winged Blackbird",2
"Ohio","Golden-Crowned Kinglet,Rose-Breasted Grosbeak",2
"Ohio","Golden-Crowned Kinglet,Tufted Titmouse",2
"Ohio","Golden-Crowned Kinglet,White-Throated Sparrow",2
"Ohio","Gray Catbird,Orchard Oriole",2
"Ohio","Gray Catbird,Red-Headed Woodpecker",2
"Ohio","Hairy Woodpecker,Indigo Bunting",2
"Ohio","House Finch,House Sparrow,Northern Cardinal",2
"Ohio","House Finch,House Sparrow,Purple Finch",2
"Ohio","House Finch,Rusty Blackbird",2
"Ohio","House Finch,Winter Wren",2
"Ohio","House Sparrow,Indigo Bunting,Northern Cardinal",2
"Ohio","Indigo Bunting,Rose-Breasted Grosbeak",2
"Ohio","Indigo Bunting,White-Breasted Nuthatch",2
"Ohio","Lark Sparrow,Pine Warbler",2
"Ohio","Lark Sparrow,Purple Finch",2
"Ohio","Lincolns Sparrow,Northern Cardinal",2
"Ohio","Mourning Dove,Northern Mockingbird",2
"Ohio","Mourning Dove,Scarlet Tanager",2
"Ohio","Northern Cardinal,Rusty Blackbird",2
"Ohio","Northern Cardinal,White-Winged Dove",2
"Ohio","Northern Flicker,Pine Siskin",2
"Ohio","Northern Mockingbird,Orchard Oriole",2
"Ohio","Northern Mockingbird,Red-Winged Blackbird",2
"Ohio","Northern Mockingbird,Rose-Breasted Grosbeak",2
"Ohio","Orchard Oriole,Red-Winged Blackbird",2
"Ohio","Orchard Oriole,Rose-Breasted Grosbeak",2
"Ohio","Orchard Oriole,Swamp Sparrow",2
"Ohio","Orchard Oriole,White-Throated Sparrow",2
"Ohio","Pileated Woodpecker,Summer Tanager",2
"Ohio","Pine Siskin,Swamp Sparrow",2
"Ohio","Pine Siskin,White-Crowned Sparrow",2
"Ohio","Pine Siskin,White-Throated Sparrow",2
"Ohio","Pine Warbler,Red-Bellied Woodpecker",2
"Ohio","Pine Warbler,White-Throated Sparrow",2
"Ohio","Purple Finch,Tyrant Flycatcher",2
"Ohio","Red-Bellied Woodpecker,Red-Headed Woodpecker",2
"Ohio","Red-Bellied Woodpecker,Red-Winged Blackbird",2
"Ohio","Red-Bellied Woodpecker,Rose-Breasted Grosbeak",2
"Ohio","Red-Headed Woodpecker,White-Breasted Nuthatch",2
"Ohio","Red-Winged Blackbird,Rusty Blackbird",2
"Ohio","Red-Winged Blackbird,White-Crowned Sparrow",2
"Ohio","Rose-Breasted Grosbeak,Scarlet Tanager",2
"Ohio","Rose-Breasted Grosbeak,White-Breasted Nuthatch",2
"Ohio","Scarlet Tanager,Swamp Sparrow",2
"Ohio","Scarlet Tanager,White-Throated Sparrow",2
"Ohio","Summer Tanager,White-Throated Sparrow",2
"Ohio","Swamp Sparrow,White-Crowned Sparrow",2
"Ohio","Varied Thrush",2
"Ohio","Western Meadowlark",2
"Ohio","American Crow,Black-Capped Chickadee",1
"Ohio","American Crow,Black-Capped Chickadee,House Sparrow",1
"Ohio","American Crow,Blue Jay,Fish Crow",1
"Ohio","American Crow,Blue Jay,House Sparrow",1
"Ohio","American Crow,Brown-Headed Cowbird,Carolina Wren",1
"Ohio","American Crow,Brown-Headed Cowbird,Field Sparrow",1
"Ohio","American Crow,Brown-Headed Cowbird,House Sparrow",1
"Ohio","American Crow,Brown-Headed Cowbird,Scarlet Tanager",1
"Ohio","American Crow,Brown-Headed Cowbird,Swamp Sparrow",1
"Ohio","American Crow,Carolina Wren,House Sparrow",1
"Ohio","American Crow,Dark-Eyed Junco,Red-Winged Blackbird",1
"Ohio","American Crow,Downy Woodpecker",1
"Ohio","American Crow,Eastern Bluebird,Northern Cardinal",1
"Ohio","American Crow,Eastern Bluebird,Tufted Titmouse",1
"Ohio","American Crow,Eurasian Collared Dove,House Sparrow",1
"Ohio","American Crow,Evening Grosbeak,Mourning Dove",1
"Ohio","American Crow,Feral Pigeon,House Sparrow,Tufted Titmouse",1
"Ohio","American Crow,Field Sparrow,House Sparrow",1
"Ohio","American Crow,Field Sparrow,Indigo Bunting",1
"Ohio","American Crow,Fish Crow,Red-Winged Blackbird",1
"Ohio","American Crow,Fox Sparrow",1
"Ohio","American Crow,House Sparrow,White-Throated Sparrow",1
"Ohio","American Crow,Orchard Oriole",1
"Ohio","American Crow,Pine Siskin,Purple Finch",1
"Ohio","American Crow,Red Crossbill",1
"Ohio","American Crow,Rusty Blackbird",1
"Ohio","American Crow,White-Crowned Sparrow",1
"Ohio","American Goldfinch,American Tree Sparrow",1
"Ohio","American Goldfinch,Baltimore Oriole",1
"Ohio","American Goldfinch,Bobolink",1
"Ohio","American Goldfinch,Brown-Headed Cowbird,House Sparrow",1
"Ohio","American Goldfinch,Brown-Headed Cowbird,Red-Winged Blackbird",1
"Ohio","American Goldfinch,Brown-Headed Cowbird,Tufted Titmouse",1
"Ohio","American Goldfinch,Carolina Wren,Pine Warbler",1
"Ohio","American Goldfinch,Clay-Colored Sparrow",1
"Ohio","American Goldfinch,Common Grackle,Evening Grosbeak",1
"Ohio","American Goldfinch,Common Redpoll",1
"Ohio","American Goldfinch,Downy Woodpecker",1
"Ohio","American Goldfinch,Evening Grosbeak,Tufted Titmouse",1
"Ohio","American Goldfinch,Fish Crow",1
"Ohio","American Goldfinch,House Finch,House Sparrow",1
"Ohio","American Goldfinch,House Finch,Purple Finch",1
"Ohio","American Goldfinch,House Sparrow,Indigo Bunting",1
"Ohio","American Goldfinch,House Sparrow,Northern Cardinal",1
"Ohio","American Goldfinch,House Sparrow,Pine Siskin",1
"Ohio","American Goldfinch,Indigo Bunting,Mourning Dove",1
"Ohio","American Goldfinch,Orange-Crowned Warbler,Purple Finch",1
"Ohio","American Goldfinch,Purple Finch,Yellow-Bellied Sapsucker",1
"Ohio","American Goldfinch,Red Crossbill",1
"Ohio","American Goldfinch,Red-Breasted Nuthatch",1
"Ohio","American Goldfinch,Red-Headed Woodpecker",1
"Ohio","American Goldfinch,Song Sparrow",1
"Ohio","American Goldfinch,Summer Tanager",1
"Ohio","American Goldfinch,Swamp Sparrow",1
"Ohio","American Goldfinch,White-Winged Dove",1
"Ohio","American Goldfinch,Yellow-Bellied Sapsucker",1
"Ohio","American Robin,Red-Headed Woodpecker",1
"Ohio","American Robin,Red-Winged Blackbird",1
"Ohio","American Tree Sparrow,Brown-Headed Cowbird,Dark-Eyed Junco",1
"Ohio","American Tree Sparrow,Carolina Chickadee",1
"Ohio","American Tree Sparrow,Northern Cardinal",1
"Ohio","American Tree Sparrow,Pine Warbler",1
"Ohio","American Tree Sparrow,Purple Finch,Summer Tanager",1
"Ohio","American Tree Sparrow,Red-Bellied Woodpecker",1
"Ohio","American Tree Sparrow,Red-Headed Woodpecker",1
"Ohio","Baltimore Oriole,Brown-Headed Cowbird",1
"Ohio","Baltimore Oriole,Evening Grosbeak",1
"Ohio","Baltimore Oriole,Field Sparrow",1
"Ohio","Baltimore Oriole,Northern Cardinal",1
"Ohio","Baltimore Oriole,Purple Finch",1
"Ohio","Baltimore Oriole,Rose-Breasted Grosbeak",1
